"statid","matchid","possessionhome","possessionaway","shotsontargethome","shotsontargetaway","shotsofftargethome","shotsofftargetaway","cornershome","cornersaway","foulshome","foulsaway"
2396,1046982,0,0,0,0,0,0,0,0,0,0
2397,1046985,0,0,0,0,0,0,0,0,0,0
2398,1046995,0,0,0,0,0,0,0,0,0,0
2399,1047001,0,0,0,0,0,0,0,0,0,0
2400,1047006,0,0,0,0,0,0,0,0,0,0
2401,1047011,0,0,0,0,0,0,0,0,0,0
2402,1047426,0,0,0,0,0,0,0,0,0,0
2403,1047432,0,0,0,0,0,0,0,0,0,0
2404,1047437,0,0,0,0,0,0,0,0,0,0
2405,1047438,0,0,0,0,0,0,0,0,0,0
2406,1047446,0,0,0,0,0,0,0,0,0,0
2407,1047454,0,0,0,0,0,0,0,0,0,0
2408,1047462,0,0,0,0,0,0,0,0,0,0
2409,1047467,0,0,0,0,0,0,0,0,0,0
2410,1047480,0,0,0,0,0,0,0,0,0,0
2411,1047482,0,0,0,0,0,0,0,0,0,0
2412,1047487,0,0,0,0,0,0,0,0,0,0
2413,1047494,0,0,0,0,0,0,0,0,0,0
2414,1047495,0,0,0,0,0,0,0,0,0,0
2415,1047500,0,0,0,0,0,0,0,0,0,0
2416,1047508,0,0,0,0,0,0,0,0,0,0
2417,1047510,0,0,0,0,0,0,0,0,0,0
2418,1047520,0,0,0,0,0,0,0,0,0,0
2419,1047558,0,0,0,0,0,0,0,0,0,0
2420,1047570,0,0,0,0,0,0,0,0,0,0
2421,1047579,0,0,0,0,0,0,0,0,0,0
2422,1047587,0,0,0,0,0,0,0,0,0,0
2423,1047609,0,0,0,0,0,0,0,0,0,0
2424,1047618,0,0,0,0,0,0,0,0,0,0
2425,1047630,0,0,0,0,0,0,0,0,0,0
2426,1047636,0,0,0,0,0,0,0,0,0,0
2427,1047662,0,0,0,0,0,0,0,0,0,0
2428,1047670,0,0,0,0,0,0,0,0,0,0
2429,1047675,0,0,0,0,0,0,0,0,0,0
2430,1047680,0,0,0,0,0,0,0,0,0,0
2431,1047691,0,0,0,0,0,0,0,0,0,0
2432,1047693,0,0,0,0,0,0,0,0,0,0
2433,1047697,0,0,0,0,0,0,0,0,0,0
2434,1047699,0,0,0,0,0,0,0,0,0,0
2435,1047708,0,0,0,0,0,0,0,0,0,0
2436,1047710,0,0,0,0,0,0,0,0,0,0
2437,1047722,0,0,0,0,0,0,0,0,0,0
2438,1047729,0,0,0,0,0,0,0,0,0,0
2439,1047741,0,0,0,0,0,0,0,0,0,0
2440,1047760,0,0,0,0,0,0,0,0,0,0
2441,1047776,0,0,0,0,0,0,0,0,0,0
2442,1047777,0,0,0,0,0,0,0,0,0,0
2443,1047791,0,0,0,0,0,0,0,0,0,0
2444,1047808,0,0,0,0,0,0,0,0,0,0
2445,1047821,0,0,0,0,0,0,0,0,0,0
2446,1047830,0,0,0,0,0,0,0,0,0,0
2447,1047831,0,0,0,0,0,0,0,0,0,0
2448,1047835,0,0,0,0,0,0,0,0,0,0
2449,1047845,0,0,0,0,0,0,0,0,0,0
2450,1047858,0,0,0,0,0,0,0,0,0,0
2451,1047874,0,0,0,0,0,0,0,0,0,0
2452,1047882,0,0,0,0,0,0,0,0,0,0
2453,1047888,0,0,0,0,0,0,0,0,0,0
2454,1047900,0,0,0,0,0,0,0,0,0,0
2455,1047903,0,0,0,0,0,0,0,0,0,0
2456,1047905,0,0,0,0,0,0,0,0,0,0
2457,1047909,0,0,0,0,0,0,0,0,0,0
2458,1047920,0,0,0,0,0,0,0,0,0,0
2459,1047931,0,0,0,0,0,0,0,0,0,0
2460,1047937,0,0,0,0,0,0,0,0,0,0
2461,1047950,0,0,0,0,0,0,0,0,0,0
2462,1047968,0,0,0,0,0,0,0,0,0,0
2463,1047969,0,0,0,0,0,0,0,0,0,0
2464,1047997,0,0,0,0,0,0,0,0,0,0
2465,1048015,0,0,0,0,0,0,0,0,0,0
2466,1048022,0,0,0,0,0,0,0,0,0,0
2467,1048029,0,0,0,0,0,0,0,0,0,0
2468,1048038,0,0,0,0,0,0,0,0,0,0
2469,1048047,0,0,0,0,0,0,0,0,0,0
2470,1048050,0,0,0,0,0,0,0,0,0,0
2471,1048063,0,0,0,0,0,0,0,0,0,0
2472,1048072,0,0,0,0,0,0,0,0,0,0
2473,1048075,0,0,0,0,0,0,0,0,0,0
2474,1048083,0,0,0,0,0,0,0,0,0,0
2475,1048092,0,0,0,0,0,0,0,0,0,0
2476,1048095,0,0,0,0,0,0,0,0,0,0
2477,1048106,0,0,0,0,0,0,0,0,0,0
2478,1048109,0,0,0,0,0,0,0,0,0,0
2479,1048110,0,0,0,0,0,0,0,0,0,0
2480,1048114,0,0,0,0,0,0,0,0,0,0
2481,1048115,0,0,0,0,0,0,0,0,0,0
2482,1048117,0,0,0,0,0,0,0,0,0,0
2483,1048121,0,0,0,0,0,0,0,0,0,0
2484,1048123,0,0,0,0,0,0,0,0,0,0
2485,1048124,0,0,0,0,0,0,0,0,0,0
2486,1048125,0,0,0,0,0,0,0,0,0,0
2487,1048130,0,0,0,0,0,0,0,0,0,0
2488,1048137,0,0,0,0,0,0,0,0,0,0
2489,1048138,0,0,0,0,0,0,0,0,0,0
2490,1048141,0,0,0,0,0,0,0,0,0,0
2491,1048149,0,0,0,0,0,0,0,0,0,0
2492,1048158,0,0,0,0,0,0,0,0,0,0
2493,1048164,0,0,0,0,0,0,0,0,0,0
2494,1048176,0,0,0,0,0,0,0,0,0,0
2495,1048183,0,0,0,0,0,0,0,0,0,0
2496,1048185,0,0,0,0,0,0,0,0,0,0
2497,1048242,0,0,0,0,0,0,0,0,0,0
2498,1048249,0,0,0,0,0,0,0,0,0,0
2499,1048254,0,0,0,0,0,0,0,0,0,0
2500,1048260,0,0,0,0,0,0,0,0,0,0
2501,1048263,0,0,0,0,0,0,0,0,0,0
2502,1048280,0,0,0,0,0,0,0,0,0,0
2503,1048282,0,0,0,0,0,0,0,0,0,0
2504,1048304,0,0,0,0,0,0,0,0,0,0
2505,1048309,0,0,0,0,0,0,0,0,0,0
2506,1048316,0,0,0,0,0,0,0,0,0,0
2507,1048318,0,0,0,0,0,0,0,0,0,0
2508,1048327,0,0,0,0,0,0,0,0,0,0
2509,1048334,0,0,0,0,0,0,0,0,0,0
2510,1048493,0,0,0,0,0,0,0,0,0,0
2511,1048515,0,0,0,0,0,0,0,0,0,0
2512,1048539,0,0,0,0,0,0,0,0,0,0
2513,1048546,0,0,0,0,0,0,0,0,0,0
2514,1048558,0,0,0,0,0,0,0,0,0,0
2515,1048562,0,0,0,0,0,0,0,0,0,0
2516,1048643,0,0,0,0,0,0,0,0,0,0
2517,1048663,0,0,0,0,0,0,0,0,0,0
2518,1048674,0,0,0,0,0,0,0,0,0,0
2519,1048678,0,0,0,0,0,0,0,0,0,0
2520,1048709,0,0,0,0,0,0,0,0,0,0
2521,1048713,0,0,0,0,0,0,0,0,0,0
2522,1048740,0,0,0,0,0,0,0,0,0,0
2523,1048744,0,0,0,0,0,0,0,0,0,0
2524,1048751,0,0,0,0,0,0,0,0,0,0
2525,1048775,0,0,0,0,0,0,0,0,0,0
2526,1048786,0,0,0,0,0,0,0,0,0,0
2527,1048801,0,0,0,0,0,0,0,0,0,0
2528,1048821,0,0,0,0,0,0,0,0,0,0
2529,1048840,0,0,0,0,0,0,0,0,0,0
2530,1048865,0,0,0,0,0,0,0,0,0,0
2531,1048869,0,0,0,0,0,0,0,0,0,0
2532,1048876,0,0,0,0,0,0,0,0,0,0
2533,1048978,0,0,0,0,0,0,0,0,0,0
2534,1049041,0,0,0,0,0,0,0,0,0,0
2535,1049046,0,0,0,0,0,0,0,0,0,0
2536,1050568,0,0,0,0,0,0,0,0,0,0
2537,1050586,0,0,0,0,0,0,0,0,0,0
2538,1050591,0,0,0,0,0,0,0,0,0,0
2539,1050595,0,0,0,0,0,0,0,0,0,0
2540,1050612,0,0,0,0,0,0,0,0,0,0
2541,1050649,0,0,0,0,0,0,0,0,0,0
2542,1050791,0,0,0,0,0,0,0,0,0,0
2543,1050822,0,0,0,0,0,0,0,0,0,0
2544,1050825,0,0,0,0,0,0,0,0,0,0
2545,1050830,0,0,0,0,0,0,0,0,0,0
2546,1050892,0,0,0,0,0,0,0,0,0,0
2547,1050901,0,0,0,0,0,0,0,0,0,0
2548,1050937,0,0,0,0,0,0,0,0,0,0
2549,1050943,0,0,0,0,0,0,0,0,0,0
2550,1050959,0,0,0,0,0,0,0,0,0,0
2551,1050966,0,0,0,0,0,0,0,0,0,0
2552,1050973,0,0,0,0,0,0,0,0,0,0
2553,1050975,0,0,0,0,0,0,0,0,0,0
2554,1050979,0,0,0,0,0,0,0,0,0,0
2555,1050987,0,0,0,0,0,0,0,0,0,0
2556,1051027,0,0,0,0,0,0,0,0,0,0
2557,1051053,0,0,0,0,0,0,0,0,0,0
2558,1051063,0,0,0,0,0,0,0,0,0,0
2559,1051068,0,0,0,0,0,0,0,0,0,0
2560,1051074,0,0,0,0,0,0,0,0,0,0
2561,1051099,0,0,0,0,0,0,0,0,0,0
2562,1051109,0,0,0,0,0,0,0,0,0,0
2563,1051114,0,0,0,0,0,0,0,0,0,0
2564,1051143,0,0,0,0,0,0,0,0,0,0
2565,1051147,0,0,0,0,0,0,0,0,0,0
2566,1051195,0,0,0,0,0,0,0,0,0,0
2567,1051213,0,0,0,0,0,0,0,0,0,0
2568,1051244,0,0,0,0,0,0,0,0,0,0
2569,1051249,0,0,0,0,0,0,0,0,0,0
2570,1051261,0,0,0,0,0,0,0,0,0,0
2571,1051294,0,0,0,0,0,0,0,0,0,0
2572,1051325,0,0,0,0,0,0,0,0,0,0
2573,1051327,0,0,0,0,0,0,0,0,0,0
2574,1051370,0,0,0,0,0,0,0,0,0,0
2575,1051381,0,0,0,0,0,0,0,0,0,0
2576,1051386,0,0,0,0,0,0,0,0,0,0
2577,1051391,0,0,0,0,0,0,0,0,0,0
2578,1051401,0,0,0,0,0,0,0,0,0,0
2579,1051422,0,0,0,0,0,0,0,0,0,0
2580,1051426,0,0,0,0,0,0,0,0,0,0
2581,1051432,0,0,0,0,0,0,0,0,0,0
2582,1051440,0,0,0,0,0,0,0,0,0,0
2583,1051458,0,0,0,0,0,0,0,0,0,0
2584,1051477,0,0,0,0,0,0,0,0,0,0
2585,1051490,0,0,0,0,0,0,0,0,0,0
2586,1051496,0,0,0,0,0,0,0,0,0,0
2587,1051502,0,0,0,0,0,0,0,0,0,0
2588,1051526,0,0,0,0,0,0,0,0,0,0
2589,1051531,0,0,0,0,0,0,0,0,0,0
2590,1051539,0,0,0,0,0,0,0,0,0,0
2591,1051541,0,0,0,0,0,0,0,0,0,0
2592,1051545,0,0,0,0,0,0,0,0,0,0
2593,1051553,0,0,0,0,0,0,0,0,0,0
2594,1051555,0,0,0,0,0,0,0,0,0,0
2595,1051578,0,0,0,0,0,0,0,0,0,0
2596,1051583,0,0,0,0,0,0,0,0,0,0
2597,1051585,0,0,0,0,0,0,0,0,0,0
2598,1051594,0,0,0,0,0,0,0,0,0,0
2599,1051596,0,0,0,0,0,0,0,0,0,0
2600,1051603,0,0,0,0,0,0,0,0,0,0
2601,1051611,0,0,0,0,0,0,0,0,0,0
2602,1051614,0,0,0,0,0,0,0,0,0,0
2603,1051618,0,0,0,0,0,0,0,0,0,0
2604,1051621,0,0,0,0,0,0,0,0,0,0
2605,1051625,0,0,0,0,0,0,0,0,0,0
2606,1051626,0,0,0,0,0,0,0,0,0,0
2607,1051630,0,0,0,0,0,0,0,0,0,0
2608,1051634,0,0,0,0,0,0,0,0,0,0
2609,1051635,0,0,0,0,0,0,0,0,0,0
2610,1051636,0,0,0,0,0,0,0,0,0,0
2611,1051639,0,0,0,0,0,0,0,0,0,0
2612,1051640,0,0,0,0,0,0,0,0,0,0
2613,1051644,0,0,0,0,0,0,0,0,0,0
2614,1051649,0,0,0,0,0,0,0,0,0,0
2615,1051657,0,0,0,0,0,0,0,0,0,0
2616,1051661,0,0,0,0,0,0,0,0,0,0
2617,1051665,0,0,0,0,0,0,0,0,0,0
2618,1051667,0,0,0,0,0,0,0,0,0,0
2619,1051679,0,0,0,0,0,0,0,0,0,0
2620,1051686,0,0,0,0,0,0,0,0,0,0
2621,1051973,0,0,0,0,0,0,0,0,0,0
2622,1051975,0,0,0,0,0,0,0,0,0,0
2623,1051978,0,0,0,0,0,0,0,0,0,0
2624,1051982,0,0,0,0,0,0,0,0,0,0
2625,1051988,0,0,0,0,0,0,0,0,0,0
2626,1051989,0,0,0,0,0,0,0,0,0,0
2627,1051990,0,0,0,0,0,0,0,0,0,0
2628,1051994,0,0,0,0,0,0,0,0,0,0
2629,1051995,0,0,0,0,0,0,0,0,0,0
2630,1051997,0,0,0,0,0,0,0,0,0,0
2631,1052001,0,0,0,0,0,0,0,0,0,0
2632,1052007,0,0,0,0,0,0,0,0,0,0
2633,1052192,0,0,0,0,0,0,0,0,0,0
2634,1052253,0,0,0,0,0,0,0,0,0,0
2635,1052269,0,0,0,0,0,0,0,0,0,0
2636,1052285,0,0,0,0,0,0,0,0,0,0
2637,1052292,0,0,0,0,0,0,0,0,0,0
2638,1052297,0,0,0,0,0,0,0,0,0,0
2639,1052303,0,0,0,0,0,0,0,0,0,0
2640,1052309,0,0,0,0,0,0,0,0,0,0
2641,1052311,0,0,0,0,0,0,0,0,0,0
2642,1052317,0,0,0,0,0,0,0,0,0,0
2643,1052322,0,0,0,0,0,0,0,0,0,0
2644,1052328,0,0,0,0,0,0,0,0,0,0
2645,1052334,0,0,0,0,0,0,0,0,0,0
2646,1052343,0,0,0,0,0,0,0,0,0,0
2647,1052345,0,0,0,0,0,0,0,0,0,0
2648,1052353,0,0,0,0,0,0,0,0,0,0
2649,1052356,0,0,0,0,0,0,0,0,0,0
2650,1052358,0,0,0,0,0,0,0,0,0,0
2651,1052360,0,0,0,0,0,0,0,0,0,0
2652,1052361,0,0,0,0,0,0,0,0,0,0
2653,1052362,0,0,0,0,0,0,0,0,0,0
2654,1052363,0,0,0,0,0,0,0,0,0,0
2655,1052368,0,0,0,0,0,0,0,0,0,0
2656,1052369,0,0,0,0,0,0,0,0,0,0
2657,1052371,0,0,0,0,0,0,0,0,0,0
2658,1052373,0,0,0,0,0,0,0,0,0,0
2659,1052377,0,0,0,0,0,0,0,0,0,0
2660,1052392,0,0,0,0,0,0,0,0,0,0
2661,1052406,0,0,0,0,0,0,0,0,0,0
2662,1052407,0,0,0,0,0,0,0,0,0,0
2663,1052418,0,0,0,0,0,0,0,0,0,0
2664,1052432,0,0,0,0,0,0,0,0,0,0
2665,1052438,0,0,0,0,0,0,0,0,0,0
2666,1052440,0,0,0,0,0,0,0,0,0,0
2667,1052445,0,0,0,0,0,0,0,0,0,0
2668,1052449,0,0,0,0,0,0,0,0,0,0
2669,1052457,0,0,0,0,0,0,0,0,0,0
2670,1052458,0,0,0,0,0,0,0,0,0,0
2671,1052461,0,0,0,0,0,0,0,0,0,0
2672,1052466,0,0,0,0,0,0,0,0,0,0
2673,1052475,0,0,0,0,0,0,0,0,0,0
2674,1052478,0,0,0,0,0,0,0,0,0,0
2675,1052487,0,0,0,0,0,0,0,0,0,0
2676,1052488,0,0,0,0,0,0,0,0,0,0
2677,1052489,0,0,0,0,0,0,0,0,0,0
2678,1052491,0,0,0,0,0,0,0,0,0,0
2679,1052492,0,0,0,0,0,0,0,0,0,0
2680,1052493,0,0,0,0,0,0,0,0,0,0
2681,1052498,0,0,0,0,0,0,0,0,0,0
2682,1052518,0,0,0,0,0,0,0,0,0,0
2683,1052524,0,0,0,0,0,0,0,0,0,0
2684,1052525,0,0,0,0,0,0,0,0,0,0
2685,1052528,0,0,0,0,0,0,0,0,0,0
2686,1052531,0,0,0,0,0,0,0,0,0,0
2687,1052534,0,0,0,0,0,0,0,0,0,0
2688,1052552,0,0,0,0,0,0,0,0,0,0
2689,1052563,0,0,0,0,0,0,0,0,0,0
2690,1052569,0,0,0,0,0,0,0,0,0,0
2691,1052570,0,0,0,0,0,0,0,0,0,0
2692,1052576,0,0,0,0,0,0,0,0,0,0
2693,1052581,0,0,0,0,0,0,0,0,0,0
2694,1052588,0,0,0,0,0,0,0,0,0,0
2695,1052591,0,0,0,0,0,0,0,0,0,0
2696,1052597,0,0,0,0,0,0,0,0,0,0
2697,1052602,0,0,0,0,0,0,0,0,0,0
2698,1052603,0,0,0,0,0,0,0,0,0,0
2699,1052608,0,0,0,0,0,0,0,0,0,0
2700,1052613,0,0,0,0,0,0,0,0,0,0
2701,1052614,0,0,0,0,0,0,0,0,0,0
2702,1052618,0,0,0,0,0,0,0,0,0,0
2703,1052622,0,0,0,0,0,0,0,0,0,0
2704,1052624,0,0,0,0,0,0,0,0,0,0
2705,1052626,0,0,0,0,0,0,0,0,0,0
2706,1052629,0,0,0,0,0,0,0,0,0,0
2707,1052633,0,0,0,0,0,0,0,0,0,0
2708,1052634,0,0,0,0,0,0,0,0,0,0
2709,1052636,0,0,0,0,0,0,0,0,0,0
2710,1052641,0,0,0,0,0,0,0,0,0,0
2711,1052645,0,0,0,0,0,0,0,0,0,0
2712,1052646,0,0,0,0,0,0,0,0,0,0
2713,1052657,0,0,0,0,0,0,0,0,0,0
2714,1052880,0,0,0,0,0,0,0,0,0,0
2715,1052890,0,0,0,0,0,0,0,0,0,0
2716,1052904,0,0,0,0,0,0,0,0,0,0
2717,1052915,0,0,0,0,0,0,0,0,0,0
2718,1052930,0,0,0,0,0,0,0,0,0,0
2719,1052932,0,0,0,0,0,0,0,0,0,0
2720,1052945,0,0,0,0,0,0,0,0,0,0
2721,1052948,0,0,0,0,0,0,0,0,0,0
2722,1052951,0,0,0,0,0,0,0,0,0,0
2723,1052952,0,0,0,0,0,0,0,0,0,0
2724,1052958,0,0,0,0,0,0,0,0,0,0
2725,1052963,0,0,0,0,0,0,0,0,0,0
2726,1052966,0,0,0,0,0,0,0,0,0,0
2727,1052967,0,0,0,0,0,0,0,0,0,0
2728,1052975,0,0,0,0,0,0,0,0,0,0
2729,1052980,0,0,0,0,0,0,0,0,0,0
2730,1052987,0,0,0,0,0,0,0,0,0,0
2731,1052989,0,0,0,0,0,0,0,0,0,0
2732,1052994,0,0,0,0,0,0,0,0,0,0
2733,1053102,0,0,0,0,0,0,0,0,0,0
2734,1053106,0,0,0,0,0,0,0,0,0,0
2735,1053117,0,0,0,0,0,0,0,0,0,0
2736,1053124,0,0,0,0,0,0,0,0,0,0
2737,1053134,0,0,0,0,0,0,0,0,0,0
2738,1053135,0,0,0,0,0,0,0,0,0,0
2739,1053140,0,0,0,0,0,0,0,0,0,0
2740,1053159,0,0,0,0,0,0,0,0,0,0
2741,1053162,0,0,0,0,0,0,0,0,0,0
2742,1053172,0,0,0,0,0,0,0,0,0,0
2743,1053178,0,0,0,0,0,0,0,0,0,0
2744,1053184,0,0,0,0,0,0,0,0,0,0
2745,1053196,0,0,0,0,0,0,0,0,0,0
2746,1053208,0,0,0,0,0,0,0,0,0,0
2747,1053215,0,0,0,0,0,0,0,0,0,0
2748,1053219,0,0,0,0,0,0,0,0,0,0
2749,1053226,0,0,0,0,0,0,0,0,0,0
2750,1053228,0,0,0,0,0,0,0,0,0,0
2751,1053229,0,0,0,0,0,0,0,0,0,0
2752,1053234,0,0,0,0,0,0,0,0,0,0
2753,1053238,0,0,0,0,0,0,0,0,0,0
2754,1053239,0,0,0,0,0,0,0,0,0,0
2755,1053246,0,0,0,0,0,0,0,0,0,0
2756,1053248,0,0,0,0,0,0,0,0,0,0
2757,1053249,0,0,0,0,0,0,0,0,0,0
2758,1053271,0,0,0,0,0,0,0,0,0,0
2759,1053275,0,0,0,0,0,0,0,0,0,0
2760,1053278,0,0,0,0,0,0,0,0,0,0
2761,1053288,0,0,0,0,0,0,0,0,0,0
2762,1053291,0,0,0,0,0,0,0,0,0,0
2763,1053305,0,0,0,0,0,0,0,0,0,0
2764,1053308,0,0,0,0,0,0,0,0,0,0
2765,1053319,0,0,0,0,0,0,0,0,0,0
2766,1053330,0,0,0,0,0,0,0,0,0,0
2767,1053336,0,0,0,0,0,0,0,0,0,0
2768,1053337,0,0,0,0,0,0,0,0,0,0
2769,1053354,0,0,0,0,0,0,0,0,0,0
2770,1053364,0,0,0,0,0,0,0,0,0,0
2771,1053367,0,0,0,0,0,0,0,0,0,0
2772,1053370,0,0,0,0,0,0,0,0,0,0
2773,1053380,0,0,0,0,0,0,0,0,0,0
2774,1053382,0,0,0,0,0,0,0,0,0,0
2775,1053387,0,0,0,0,0,0,0,0,0,0
2776,1053392,0,0,0,0,0,0,0,0,0,0
2777,1053395,0,0,0,0,0,0,0,0,0,0
2778,1053398,0,0,0,0,0,0,0,0,0,0
2779,1053404,0,0,0,0,0,0,0,0,0,0
2780,1053409,0,0,0,0,0,0,0,0,0,0
2781,1053414,0,0,0,0,0,0,0,0,0,0
2782,1053418,0,0,0,0,0,0,0,0,0,0
2783,1053420,0,0,0,0,0,0,0,0,0,0
2784,1053421,0,0,0,0,0,0,0,0,0,0
2785,1053424,0,0,0,0,0,0,0,0,0,0
2786,1053425,0,0,0,0,0,0,0,0,0,0
2787,1053426,0,0,0,0,0,0,0,0,0,0
2788,1053427,0,0,0,0,0,0,0,0,0,0
2789,1053430,0,0,0,0,0,0,0,0,0,0
2790,1053432,0,0,0,0,0,0,0,0,0,0
2791,1053438,0,0,0,0,0,0,0,0,0,0
2792,1053442,0,0,0,0,0,0,0,0,0,0
2793,1053448,0,0,0,0,0,0,0,0,0,0
2794,1053450,0,0,0,0,0,0,0,0,0,0
2795,1053453,0,0,0,0,0,0,0,0,0,0
2796,1053460,0,0,0,0,0,0,0,0,0,0
2797,1053466,0,0,0,0,0,0,0,0,0,0
2798,1053471,0,0,0,0,0,0,0,0,0,0
2799,1053475,0,0,0,0,0,0,0,0,0,0
2800,1053476,0,0,0,0,0,0,0,0,0,0
2801,1053486,0,0,0,0,0,0,0,0,0,0
2802,1053488,0,0,0,0,0,0,0,0,0,0
2803,1053493,0,0,0,0,0,0,0,0,0,0
2804,1053501,0,0,0,0,0,0,0,0,0,0
2805,1053504,0,0,0,0,0,0,0,0,0,0
2806,1053505,0,0,0,0,0,0,0,0,0,0
2807,1053508,0,0,0,0,0,0,0,0,0,0
2808,1053516,0,0,0,0,0,0,0,0,0,0
2809,1053524,0,0,0,0,0,0,0,0,0,0
2810,1053529,0,0,0,0,0,0,0,0,0,0
2811,1053536,0,0,0,0,0,0,0,0,0,0
2812,1053547,0,0,0,0,0,0,0,0,0,0
2813,1053562,0,0,0,0,0,0,0,0,0,0
2814,1053565,0,0,0,0,0,0,0,0,0,0
2815,1053567,0,0,0,0,0,0,0,0,0,0
2816,1053576,0,0,0,0,0,0,0,0,0,0
2817,1053580,0,0,0,0,0,0,0,0,0,0
2818,1053589,0,0,0,0,0,0,0,0,0,0
2819,1053592,0,0,0,0,0,0,0,0,0,0
2820,1053596,0,0,0,0,0,0,0,0,0,0
2821,1053601,0,0,0,0,0,0,0,0,0,0
2822,1053607,0,0,0,0,0,0,0,0,0,0
2823,1053610,0,0,0,0,0,0,0,0,0,0
2824,1053621,0,0,0,0,0,0,0,0,0,0
2825,1053627,0,0,0,0,0,0,0,0,0,0
2826,1053634,0,0,0,0,0,0,0,0,0,0
2827,1053640,0,0,0,0,0,0,0,0,0,0
2828,1053650,0,0,0,0,0,0,0,0,0,0
2829,1053651,0,0,0,0,0,0,0,0,0,0
2830,1053655,0,0,0,0,0,0,0,0,0,0
2831,1053676,0,0,0,0,0,0,0,0,0,0
2832,1053682,0,0,0,0,0,0,0,0,0,0
2833,1053685,0,0,0,0,0,0,0,0,0,0
2834,1053690,0,0,0,0,0,0,0,0,0,0
2835,1053694,0,0,0,0,0,0,0,0,0,0
2836,1053707,0,0,0,0,0,0,0,0,0,0
2837,1053710,0,0,0,0,0,0,0,0,0,0
2838,1053715,0,0,0,0,0,0,0,0,0,0
2839,1053718,0,0,0,0,0,0,0,0,0,0
2840,1053722,0,0,0,0,0,0,0,0,0,0
2841,1053731,0,0,0,0,0,0,0,0,0,0
2842,1053734,0,0,0,0,0,0,0,0,0,0
2843,1053749,0,0,0,0,0,0,0,0,0,0
2844,1053750,0,0,0,0,0,0,0,0,0,0
2845,1053753,0,0,0,0,0,0,0,0,0,0
2846,1053761,0,0,0,0,0,0,0,0,0,0
2847,1053763,0,0,0,0,0,0,0,0,0,0
2848,1053780,0,0,0,0,0,0,0,0,0,0
2849,1053781,0,0,0,0,0,0,0,0,0,0
2850,1053800,0,0,0,0,0,0,0,0,0,0
2851,1053802,0,0,0,0,0,0,0,0,0,0
2852,1053816,0,0,0,0,0,0,0,0,0,0
2853,1053827,0,0,0,0,0,0,0,0,0,0
2854,1053833,0,0,0,0,0,0,0,0,0,0
2855,1053848,0,0,0,0,0,0,0,0,0,0
2856,1053854,0,0,0,0,0,0,0,0,0,0
2857,1053860,0,0,0,0,0,0,0,0,0,0
2858,1053869,0,0,0,0,0,0,0,0,0,0
2859,1053870,0,0,0,0,0,0,0,0,0,0
2860,1053873,0,0,0,0,0,0,0,0,0,0
2861,1053880,0,0,0,0,0,0,0,0,0,0
2862,1053888,0,0,0,0,0,0,0,0,0,0
2863,1053894,0,0,0,0,0,0,0,0,0,0
2864,1053896,0,0,0,0,0,0,0,0,0,0
2865,1053906,0,0,0,0,0,0,0,0,0,0
2866,1053908,0,0,0,0,0,0,0,0,0,0
2867,1053909,0,0,0,0,0,0,0,0,0,0
2868,1053911,0,0,0,0,0,0,0,0,0,0
2869,1053915,0,0,0,0,0,0,0,0,0,0
2870,1053916,0,0,0,0,0,0,0,0,0,0
2871,1053917,0,0,0,0,0,0,0,0,0,0
2872,1053935,0,0,0,0,0,0,0,0,0,0
2873,1053937,0,0,0,0,0,0,0,0,0,0
2874,1053938,0,0,0,0,0,0,0,0,0,0
2875,1053955,0,0,0,0,0,0,0,0,0,0
2876,1053960,0,0,0,0,0,0,0,0,0,0
2877,1053963,0,0,0,0,0,0,0,0,0,0
2878,1053974,0,0,0,0,0,0,0,0,0,0
2879,1053989,0,0,0,0,0,0,0,0,0,0
2880,1054019,0,0,0,0,0,0,0,0,0,0
2881,1054028,0,0,0,0,0,0,0,0,0,0
2882,1054034,0,0,0,0,0,0,0,0,0,0
2883,1054052,0,0,0,0,0,0,0,0,0,0
2884,1054117,0,0,0,0,0,0,0,0,0,0
2885,1054122,0,0,0,0,0,0,0,0,0,0
2886,1054140,0,0,0,0,0,0,0,0,0,0
2887,1054141,0,0,0,0,0,0,0,0,0,0
2888,1054146,0,0,0,0,0,0,0,0,0,0
2889,1054161,0,0,0,0,0,0,0,0,0,0
2890,1054177,0,0,0,0,0,0,0,0,0,0
2891,1054199,0,0,0,0,0,0,0,0,0,0
2892,1054215,0,0,0,0,0,0,0,0,0,0
2893,1054221,0,0,0,0,0,0,0,0,0,0
2894,1054244,0,0,0,0,0,0,0,0,0,0
2895,1054255,0,0,0,0,0,0,0,0,0,0
2896,1054262,0,0,0,0,0,0,0,0,0,0
2897,1054290,0,0,0,0,0,0,0,0,0,0
2898,1054293,0,0,0,0,0,0,0,0,0,0
2899,1054327,0,0,0,0,0,0,0,0,0,0
2900,1054336,0,0,0,0,0,0,0,0,0,0
2901,1054369,0,0,0,0,0,0,0,0,0,0
2902,1054388,0,0,0,0,0,0,0,0,0,0
2903,1054397,0,0,0,0,0,0,0,0,0,0
2904,1054400,0,0,0,0,0,0,0,0,0,0
2905,1054418,0,0,0,0,0,0,0,0,0,0
2906,1054434,0,0,0,0,0,0,0,0,0,0
2907,1054444,0,0,0,0,0,0,0,0,0,0
2908,1054493,0,0,0,0,0,0,0,0,0,0
2909,1054578,0,0,0,0,0,0,0,0,0,0
2910,1054580,0,0,0,0,0,0,0,0,0,0
