"statid","matchid","possessionhome","possessionaway","shotsontargethome","shotsontargetaway","shotsofftargethome","shotsofftargetaway","cornershome","cornersaway","foulshome","foulsaway"
3911,1081684,0,0,0,0,0,0,0,0,0,0
3912,1081704,0,0,0,0,0,0,0,0,0,0
3913,1081721,0,0,0,0,0,0,0,0,0,0
3914,1081740,0,0,0,0,0,0,0,0,0,0
3915,1081758,0,0,0,0,0,0,0,0,0,0
3916,1081762,0,0,0,0,0,0,0,0,0,0
3917,1081767,0,0,0,0,0,0,0,0,0,0
3918,1081771,0,0,0,0,0,0,0,0,0,0
3919,1081794,0,0,0,0,0,0,0,0,0,0
3920,1081805,0,0,0,0,0,0,0,0,0,0
3921,1081813,0,0,0,0,0,0,0,0,0,0
3922,1081818,0,0,0,0,0,0,0,0,0,0
3923,1081928,0,0,0,0,0,0,0,0,0,0
3924,1081942,0,0,0,0,0,0,0,0,0,0
3925,1081992,0,0,0,0,0,0,0,0,0,0
3926,1082077,0,0,0,0,0,0,0,0,0,0
3927,1082092,0,0,0,0,0,0,0,0,0,0
3928,1082102,0,0,0,0,0,0,0,0,0,0
3929,1082103,0,0,0,0,0,0,0,0,0,0
3930,1082110,0,0,0,0,0,0,0,0,0,0
3931,1082129,0,0,0,0,0,0,0,0,0,0
3932,1082133,0,0,0,0,0,0,0,0,0,0
3933,1082160,0,0,0,0,0,0,0,0,0,0
3934,1082286,0,0,0,0,0,0,0,0,0,0
3935,1082491,0,0,0,0,0,0,0,0,0,0
3936,1082506,0,0,0,0,0,0,0,0,0,0
3937,1082538,0,0,0,0,0,0,0,0,0,0
3938,1082553,0,0,0,0,0,0,0,0,0,0
3939,1082555,0,0,0,0,0,0,0,0,0,0
3940,1082568,0,0,0,0,0,0,0,0,0,0
3941,1082587,0,0,0,0,0,0,0,0,0,0
3942,1082593,0,0,0,0,0,0,0,0,0,0
3943,1082606,0,0,0,0,0,0,0,0,0,0
3944,1082620,0,0,0,0,0,0,0,0,0,0
3945,1082633,0,0,0,0,0,0,0,0,0,0
3946,1082640,0,0,0,0,0,0,0,0,0,0
3947,1082651,0,0,0,0,0,0,0,0,0,0
3948,1082664,0,0,0,0,0,0,0,0,0,0
3949,1082686,0,0,0,0,0,0,0,0,0,0
3950,1082706,0,0,0,0,0,0,0,0,0,0
3951,1082738,0,0,0,0,0,0,0,0,0,0
3952,1082742,0,0,0,0,0,0,0,0,0,0
3953,1082760,0,0,0,0,0,0,0,0,0,0
3954,1082773,0,0,0,0,0,0,0,0,0,0
3955,1082782,0,0,0,0,0,0,0,0,0,0
3956,1082791,0,0,0,0,0,0,0,0,0,0
3957,1082796,0,0,0,0,0,0,0,0,0,0
3958,1082814,0,0,0,0,0,0,0,0,0,0
3959,1082829,0,0,0,0,0,0,0,0,0,0
3960,1082840,0,0,0,0,0,0,0,0,0,0
3961,1082856,0,0,0,0,0,0,0,0,0,0
3962,1082861,0,0,0,0,0,0,0,0,0,0
3963,1082874,0,0,0,0,0,0,0,0,0,0
3964,1082902,0,0,0,0,0,0,0,0,0,0
3965,1082914,0,0,0,0,0,0,0,0,0,0
3966,1082924,0,0,0,0,0,0,0,0,0,0
3967,1082934,0,0,0,0,0,0,0,0,0,0
3968,1082958,0,0,0,0,0,0,0,0,0,0
3969,1082976,0,0,0,0,0,0,0,0,0,0
3970,1082980,0,0,0,0,0,0,0,0,0,0
3971,1083013,0,0,0,0,0,0,0,0,0,0
3972,1083015,0,0,0,0,0,0,0,0,0,0
3973,1083033,0,0,0,0,0,0,0,0,0,0
3974,1083037,0,0,0,0,0,0,0,0,0,0
3975,1083049,0,0,0,0,0,0,0,0,0,0
3976,1083070,0,0,0,0,0,0,0,0,0,0
3977,1083087,0,0,0,0,0,0,0,0,0,0
3978,1083091,0,0,0,0,0,0,0,0,0,0
3979,1083108,0,0,0,0,0,0,0,0,0,0
3980,1083112,0,0,0,0,0,0,0,0,0,0
3981,1083152,0,0,0,0,0,0,0,0,0,0
3982,1083205,0,0,0,0,0,0,0,0,0,0
3983,1083215,0,0,0,0,0,0,0,0,0,0
3984,1083225,0,0,0,0,0,0,0,0,0,0
3985,1083234,0,0,0,0,0,0,0,0,0,0
3986,1083241,0,0,0,0,0,0,0,0,0,0
3987,1083287,0,0,0,0,0,0,0,0,0,0
3988,1083308,0,0,0,0,0,0,0,0,0,0
3989,1083312,0,0,0,0,0,0,0,0,0,0
3990,1083327,0,0,0,0,0,0,0,0,0,0
3991,1083347,0,0,0,0,0,0,0,0,0,0
3992,1083354,0,0,0,0,0,0,0,0,0,0
3993,1083364,0,0,0,0,0,0,0,0,0,0
3994,1083394,0,0,0,0,0,0,0,0,0,0
3995,1083399,0,0,0,0,0,0,0,0,0,0
3996,1083426,0,0,0,0,0,0,0,0,0,0
3997,1083439,0,0,0,0,0,0,0,0,0,0
3998,1083481,0,0,0,0,0,0,0,0,0,0
3999,1083503,0,0,0,0,0,0,0,0,0,0
4000,1083523,0,0,0,0,0,0,0,0,0,0
4001,1083542,0,0,0,0,0,0,0,0,0,0
4002,1083558,0,0,0,0,0,0,0,0,0,0
4003,1083589,0,0,0,0,0,0,0,0,0,0
4004,1083595,0,0,0,0,0,0,0,0,0,0
4005,1083600,0,0,0,0,0,0,0,0,0,0
4006,1083623,0,0,0,0,0,0,0,0,0,0
4007,1083631,0,0,0,0,0,0,0,0,0,0
4008,1083635,0,0,0,0,0,0,0,0,0,0
4009,1083643,0,0,0,0,0,0,0,0,0,0
4010,1083659,0,0,0,0,0,0,0,0,0,0
4011,1083686,0,0,0,0,0,0,0,0,0,0
4012,1083691,0,0,0,0,0,0,0,0,0,0
4013,1083698,0,0,0,0,0,0,0,0,0,0
4014,1083787,0,0,0,0,0,0,0,0,0,0
4015,1083790,0,0,0,0,0,0,0,0,0,0
4016,1083800,0,0,0,0,0,0,0,0,0,0
4017,1083803,0,0,0,0,0,0,0,0,0,0
4018,1083828,0,0,0,0,0,0,0,0,0,0
4019,1083844,0,0,0,0,0,0,0,0,0,0
4020,1083845,0,0,0,0,0,0,0,0,0,0
4021,1083853,0,0,0,0,0,0,0,0,0,0
4022,1083859,0,0,0,0,0,0,0,0,0,0
4023,1083872,0,0,0,0,0,0,0,0,0,0
4024,1083877,0,0,0,0,0,0,0,0,0,0
4025,1083890,0,0,0,0,0,0,0,0,0,0
4026,1083914,0,0,0,0,0,0,0,0,0,0
4027,1083930,0,0,0,0,0,0,0,0,0,0
4028,1083931,0,0,0,0,0,0,0,0,0,0
4029,1083938,0,0,0,0,0,0,0,0,0,0
4030,1083963,0,0,0,0,0,0,0,0,0,0
4031,1083967,0,0,0,0,0,0,0,0,0,0
4032,1083981,0,0,0,0,0,0,0,0,0,0
4033,1083982,0,0,0,0,0,0,0,0,0,0
4034,1083990,0,0,0,0,0,0,0,0,0,0
4035,1083994,0,0,0,0,0,0,0,0,0,0
4036,1083996,0,0,0,0,0,0,0,0,0,0
4037,1084003,0,0,0,0,0,0,0,0,0,0
4038,1084010,0,0,0,0,0,0,0,0,0,0
4039,1084018,0,0,0,0,0,0,0,0,0,0
4040,1084019,0,0,0,0,0,0,0,0,0,0
4041,1084025,0,0,0,0,0,0,0,0,0,0
4042,1084034,0,0,0,0,0,0,0,0,0,0
4043,1084040,0,0,0,0,0,0,0,0,0,0
4044,1084045,0,0,0,0,0,0,0,0,0,0
4045,1084053,0,0,0,0,0,0,0,0,0,0
4046,1084061,0,0,0,0,0,0,0,0,0,0
4047,1084068,0,0,0,0,0,0,0,0,0,0
4048,1084073,0,0,0,0,0,0,0,0,0,0
4049,1084074,0,0,0,0,0,0,0,0,0,0
4050,1084080,0,0,0,0,0,0,0,0,0,0
4051,1084081,0,0,0,0,0,0,0,0,0,0
4052,1084082,0,0,0,0,0,0,0,0,0,0
4053,1084086,0,0,0,0,0,0,0,0,0,0
4054,1084088,0,0,0,0,0,0,0,0,0,0
4055,1084092,0,0,0,0,0,0,0,0,0,0
4056,1084095,0,0,0,0,0,0,0,0,0,0
4057,1084102,0,0,0,0,0,0,0,0,0,0
4058,1084105,0,0,0,0,0,0,0,0,0,0
4059,1084107,0,0,0,0,0,0,0,0,0,0
4060,1084114,0,0,0,0,0,0,0,0,0,0
4061,1084117,0,0,0,0,0,0,0,0,0,0
4062,1084119,0,0,0,0,0,0,0,0,0,0
4063,1084124,0,0,0,0,0,0,0,0,0,0
4064,1084125,0,0,0,0,0,0,0,0,0,0
4065,1084126,0,0,0,0,0,0,0,0,0,0
4066,1084132,0,0,0,0,0,0,0,0,0,0
4067,1084137,0,0,0,0,0,0,0,0,0,0
4068,1084140,0,0,0,0,0,0,0,0,0,0
4069,1084148,0,0,0,0,0,0,0,0,0,0
4070,1084153,0,0,0,0,0,0,0,0,0,0
4071,1084158,0,0,0,0,0,0,0,0,0,0
4072,1084160,0,0,0,0,0,0,0,0,0,0
4073,1084169,0,0,0,0,0,0,0,0,0,0
4074,1084176,0,0,0,0,0,0,0,0,0,0
4075,1084178,0,0,0,0,0,0,0,0,0,0
4076,1084181,0,0,0,0,0,0,0,0,0,0
4077,1084183,0,0,0,0,0,0,0,0,0,0
4078,1084187,0,0,0,0,0,0,0,0,0,0
4079,1084193,0,0,0,0,0,0,0,0,0,0
4080,1084195,0,0,0,0,0,0,0,0,0,0
4081,1084199,0,0,0,0,0,0,0,0,0,0
4082,1084209,0,0,0,0,0,0,0,0,0,0
4083,1084213,0,0,0,0,0,0,0,0,0,0
4084,1084214,0,0,0,0,0,0,0,0,0,0
4085,1084217,0,0,0,0,0,0,0,0,0,0
4086,1084218,0,0,0,0,0,0,0,0,0,0
4087,1084220,0,0,0,0,0,0,0,0,0,0
4088,1084229,0,0,0,0,0,0,0,0,0,0
4089,1084233,0,0,0,0,0,0,0,0,0,0
4090,1084234,0,0,0,0,0,0,0,0,0,0
4091,1084247,0,0,0,0,0,0,0,0,0,0
4092,1084250,0,0,0,0,0,0,0,0,0,0
4093,1084257,0,0,0,0,0,0,0,0,0,0
4094,1084259,0,0,0,0,0,0,0,0,0,0
4095,1084268,0,0,0,0,0,0,0,0,0,0
4096,1084273,0,0,0,0,0,0,0,0,0,0
4097,1084283,0,0,0,0,0,0,0,0,0,0
4098,1084300,0,0,0,0,0,0,0,0,0,0
4099,1084309,0,0,0,0,0,0,0,0,0,0
4100,1084313,0,0,0,0,0,0,0,0,0,0
4101,1084321,0,0,0,0,0,0,0,0,0,0
4102,1084324,0,0,0,0,0,0,0,0,0,0
4103,1084332,0,0,0,0,0,0,0,0,0,0
4104,1084340,0,0,0,0,0,0,0,0,0,0
4105,1084344,0,0,0,0,0,0,0,0,0,0
4106,1084365,0,0,0,0,0,0,0,0,0,0
4107,1084376,0,0,0,0,0,0,0,0,0,0
4108,1084380,0,0,0,0,0,0,0,0,0,0
4109,1084397,0,0,0,0,0,0,0,0,0,0
4110,1084399,0,0,0,0,0,0,0,0,0,0
4111,1084408,0,0,0,0,0,0,0,0,0,0
4112,1084419,0,0,0,0,0,0,0,0,0,0
4113,1084430,0,0,0,0,0,0,0,0,0,0
4114,1084433,0,0,0,0,0,0,0,0,0,0
4115,1084441,0,0,0,0,0,0,0,0,0,0
4116,1084448,0,0,0,0,0,0,0,0,0,0
4117,1084463,0,0,0,0,0,0,0,0,0,0
4118,1084481,0,0,0,0,0,0,0,0,0,0
4119,1084489,0,0,0,0,0,0,0,0,0,0
4120,1084494,0,0,0,0,0,0,0,0,0,0
4121,1084502,0,0,0,0,0,0,0,0,0,0
4122,1084508,0,0,0,0,0,0,0,0,0,0
4123,1084532,0,0,0,0,0,0,0,0,0,0
4124,1084534,0,0,0,0,0,0,0,0,0,0
4125,1084544,0,0,0,0,0,0,0,0,0,0
4126,1084554,0,0,0,0,0,0,0,0,0,0
4127,1084665,0,0,0,0,0,0,0,0,0,0
4128,1084693,0,0,0,0,0,0,0,0,0,0
4129,1084714,0,0,0,0,0,0,0,0,0,0
4130,1084736,0,0,0,0,0,0,0,0,0,0
4131,1084754,0,0,0,0,0,0,0,0,0,0
4132,1084776,0,0,0,0,0,0,0,0,0,0
4133,1084794,0,0,0,0,0,0,0,0,0,0
4134,1084815,0,0,0,0,0,0,0,0,0,0
4135,1084838,0,0,0,0,0,0,0,0,0,0
4136,1084840,0,0,0,0,0,0,0,0,0,0
4137,1084844,0,0,0,0,0,0,0,0,0,0
4138,1084852,0,0,0,0,0,0,0,0,0,0
4139,1084859,0,0,0,0,0,0,0,0,0,0
4140,1084865,0,0,0,0,0,0,0,0,0,0
4141,1084894,0,0,0,0,0,0,0,0,0,0
4142,1084905,0,0,0,0,0,0,0,0,0,0
4143,1084919,0,0,0,0,0,0,0,0,0,0
4144,1084922,0,0,0,0,0,0,0,0,0,0
4145,1084925,0,0,0,0,0,0,0,0,0,0
4146,1084930,0,0,0,0,0,0,0,0,0,0
4147,1084933,0,0,0,0,0,0,0,0,0,0
4148,1084940,0,0,0,0,0,0,0,0,0,0
4149,1084950,0,0,0,0,0,0,0,0,0,0
4150,1084956,0,0,0,0,0,0,0,0,0,0
4151,1084957,0,0,0,0,0,0,0,0,0,0
4152,1084970,0,0,0,0,0,0,0,0,0,0
4153,1084973,0,0,0,0,0,0,0,0,0,0
4154,1084993,0,0,0,0,0,0,0,0,0,0
4155,1085004,0,0,0,0,0,0,0,0,0,0
4156,1085010,0,0,0,0,0,0,0,0,0,0
4157,1085036,0,0,0,0,0,0,0,0,0,0
4158,1085049,0,0,0,0,0,0,0,0,0,0
4159,1085050,0,0,0,0,0,0,0,0,0,0
4160,1085053,0,0,0,0,0,0,0,0,0,0
4161,1085058,0,0,0,0,0,0,0,0,0,0
4162,1085065,0,0,0,0,0,0,0,0,0,0
4163,1085070,0,0,0,0,0,0,0,0,0,0
4164,1085072,0,0,0,0,0,0,0,0,0,0
4165,1085078,0,0,0,0,0,0,0,0,0,0
4166,1085083,0,0,0,0,0,0,0,0,0,0
4167,1085089,0,0,0,0,0,0,0,0,0,0
4168,1085107,0,0,0,0,0,0,0,0,0,0
4169,1085115,0,0,0,0,0,0,0,0,0,0
4170,1085123,0,0,0,0,0,0,0,0,0,0
4171,1085138,0,0,0,0,0,0,0,0,0,0
4172,1085150,0,0,0,0,0,0,0,0,0,0
4173,1085154,0,0,0,0,0,0,0,0,0,0
4174,1085157,0,0,0,0,0,0,0,0,0,0
4175,1085160,0,0,0,0,0,0,0,0,0,0
4176,1085172,0,0,0,0,0,0,0,0,0,0
4177,1085186,0,0,0,0,0,0,0,0,0,0
4178,1085191,0,0,0,0,0,0,0,0,0,0
4179,1085196,0,0,0,0,0,0,0,0,0,0
4180,1085197,0,0,0,0,0,0,0,0,0,0
4181,1085201,0,0,0,0,0,0,0,0,0,0
4182,1085208,0,0,0,0,0,0,0,0,0,0
4183,1085212,0,0,0,0,0,0,0,0,0,0
4184,1085220,0,0,0,0,0,0,0,0,0,0
4185,1085226,0,0,0,0,0,0,0,0,0,0
4186,1085227,0,0,0,0,0,0,0,0,0,0
4187,1085228,0,0,0,0,0,0,0,0,0,0
4188,1085232,0,0,0,0,0,0,0,0,0,0
4189,1085239,0,0,0,0,0,0,0,0,0,0
4190,1085246,0,0,0,0,0,0,0,0,0,0
4191,1085257,0,0,0,0,0,0,0,0,0,0
4192,1085258,0,0,0,0,0,0,0,0,0,0
4193,1085262,0,0,0,0,0,0,0,0,0,0
4194,1085263,0,0,0,0,0,0,0,0,0,0
4195,1085267,0,0,0,0,0,0,0,0,0,0
4196,1085268,0,0,0,0,0,0,0,0,0,0
4197,1085269,0,0,0,0,0,0,0,0,0,0
4198,1085271,0,0,0,0,0,0,0,0,0,0
4199,1085274,0,0,0,0,0,0,0,0,0,0
4200,1085275,0,0,0,0,0,0,0,0,0,0
4201,1085276,0,0,0,0,0,0,0,0,0,0
4202,1085279,0,0,0,0,0,0,0,0,0,0
4203,1085282,0,0,0,0,0,0,0,0,0,0
4204,1085283,0,0,0,0,0,0,0,0,0,0
4205,1085284,0,0,0,0,0,0,0,0,0,0
4206,1085290,0,0,0,0,0,0,0,0,0,0
4207,1085292,0,0,0,0,0,0,0,0,0,0
4208,1085293,0,0,0,0,0,0,0,0,0,0
4209,1085294,0,0,0,0,0,0,0,0,0,0
4210,1085299,0,0,0,0,0,0,0,0,0,0
4211,1085300,0,0,0,0,0,0,0,0,0,0
4212,1085301,0,0,0,0,0,0,0,0,0,0
4213,1085304,0,0,0,0,0,0,0,0,0,0
4214,1085305,0,0,0,0,0,0,0,0,0,0
4215,1085309,0,0,0,0,0,0,0,0,0,0
4216,1085310,0,0,0,0,0,0,0,0,0,0
4217,1085311,0,0,0,0,0,0,0,0,0,0
4218,1085312,0,0,0,0,0,0,0,0,0,0
4219,1085315,0,0,0,0,0,0,0,0,0,0
4220,1085317,0,0,0,0,0,0,0,0,0,0
4221,1085319,0,0,0,0,0,0,0,0,0,0
4222,1085322,0,0,0,0,0,0,0,0,0,0
4223,1085325,0,0,0,0,0,0,0,0,0,0
4224,1085328,0,0,0,0,0,0,0,0,0,0
4225,1085329,0,0,0,0,0,0,0,0,0,0
4226,1085333,0,0,0,0,0,0,0,0,0,0
4227,1085334,0,0,0,0,0,0,0,0,0,0
4228,1085335,0,0,0,0,0,0,0,0,0,0
4229,1085336,0,0,0,0,0,0,0,0,0,0
4230,1085337,0,0,0,0,0,0,0,0,0,0
4231,1085338,0,0,0,0,0,0,0,0,0,0
4232,1085341,0,0,0,0,0,0,0,0,0,0
4233,1085344,0,0,0,0,0,0,0,0,0,0
4234,1085345,0,0,0,0,0,0,0,0,0,0
4235,1085346,0,0,0,0,0,0,0,0,0,0
4236,1085348,0,0,0,0,0,0,0,0,0,0
4237,1085354,0,0,0,0,0,0,0,0,0,0
4238,1085359,0,0,0,0,0,0,0,0,0,0
4239,1085363,0,0,0,0,0,0,0,0,0,0
4240,1085364,0,0,0,0,0,0,0,0,0,0
4241,1085365,0,0,0,0,0,0,0,0,0,0
4242,1085366,0,0,0,0,0,0,0,0,0,0
4243,1085372,0,0,0,0,0,0,0,0,0,0
4244,1085373,0,0,0,0,0,0,0,0,0,0
4245,1085374,0,0,0,0,0,0,0,0,0,0
4246,1085381,0,0,0,0,0,0,0,0,0,0
4247,1085383,0,0,0,0,0,0,0,0,0,0
4248,1085386,0,0,0,0,0,0,0,0,0,0
4249,1085400,0,0,0,0,0,0,0,0,0,0
4250,1085401,0,0,0,0,0,0,0,0,0,0
4251,1085402,0,0,0,0,0,0,0,0,0,0
4252,1085408,0,0,0,0,0,0,0,0,0,0
4253,1085410,0,0,0,0,0,0,0,0,0,0
4254,1085414,0,0,0,0,0,0,0,0,0,0
4255,1085425,0,0,0,0,0,0,0,0,0,0
4256,1085438,0,0,0,0,0,0,0,0,0,0
4257,1085445,0,0,0,0,0,0,0,0,0,0
4258,1085446,0,0,0,0,0,0,0,0,0,0
4259,1085448,0,0,0,0,0,0,0,0,0,0
4260,1085449,0,0,0,0,0,0,0,0,0,0
4261,1085455,0,0,0,0,0,0,0,0,0,0
4262,1085469,0,0,0,0,0,0,0,0,0,0
4263,1085472,0,0,0,0,0,0,0,0,0,0
4264,1085474,0,0,0,0,0,0,0,0,0,0
4265,1085484,0,0,0,0,0,0,0,0,0,0
4266,1085487,0,0,0,0,0,0,0,0,0,0
4267,1085489,0,0,0,0,0,0,0,0,0,0
4268,1085495,0,0,0,0,0,0,0,0,0,0
4269,1085498,0,0,0,0,0,0,0,0,0,0
4270,1085499,0,0,0,0,0,0,0,0,0,0
4271,1085504,0,0,0,0,0,0,0,0,0,0
4272,1085509,0,0,0,0,0,0,0,0,0,0
4273,1085510,0,0,0,0,0,0,0,0,0,0
4274,1085513,0,0,0,0,0,0,0,0,0,0
4275,1085514,0,0,0,0,0,0,0,0,0,0
4276,1085518,0,0,0,0,0,0,0,0,0,0
4277,1085520,0,0,0,0,0,0,0,0,0,0
4278,1085521,0,0,0,0,0,0,0,0,0,0
4279,1085525,0,0,0,0,0,0,0,0,0,0
4280,1085532,0,0,0,0,0,0,0,0,0,0
4281,1085533,0,0,0,0,0,0,0,0,0,0
4282,1085539,0,0,0,0,0,0,0,0,0,0
4283,1085540,0,0,0,0,0,0,0,0,0,0
4284,1085544,0,0,0,0,0,0,0,0,0,0
4285,1085550,0,0,0,0,0,0,0,0,0,0
4286,1085557,0,0,0,0,0,0,0,0,0,0
4287,1085563,0,0,0,0,0,0,0,0,0,0
4288,1085572,0,0,0,0,0,0,0,0,0,0
4289,1085578,0,0,0,0,0,0,0,0,0,0
4290,1085584,0,0,0,0,0,0,0,0,0,0
4291,1085589,0,0,0,0,0,0,0,0,0,0
4292,1085593,0,0,0,0,0,0,0,0,0,0
4293,1085599,0,0,0,0,0,0,0,0,0,0
4294,1085605,0,0,0,0,0,0,0,0,0,0
4295,1085606,0,0,0,0,0,0,0,0,0,0
4296,1085611,0,0,0,0,0,0,0,0,0,0
4297,1085612,0,0,0,0,0,0,0,0,0,0
4298,1085615,0,0,0,0,0,0,0,0,0,0
4299,1085627,0,0,0,0,0,0,0,0,0,0
4300,1085640,0,0,0,0,0,0,0,0,0,0
4301,1085644,0,0,0,0,0,0,0,0,0,0
4302,1085649,0,0,0,0,0,0,0,0,0,0
4303,1085653,0,0,0,0,0,0,0,0,0,0
4304,1085659,0,0,0,0,0,0,0,0,0,0
4305,1085661,0,0,0,0,0,0,0,0,0,0
4306,1085662,0,0,0,0,0,0,0,0,0,0
4307,1085663,0,0,0,0,0,0,0,0,0,0
4308,1085668,0,0,0,0,0,0,0,0,0,0
4309,1085670,0,0,0,0,0,0,0,0,0,0
4310,1085674,0,0,0,0,0,0,0,0,0,0
4311,1085679,0,0,0,0,0,0,0,0,0,0
4312,1085681,0,0,0,0,0,0,0,0,0,0
4313,1085682,0,0,0,0,0,0,0,0,0,0
4314,1085683,0,0,0,0,0,0,0,0,0,0
4315,1085684,0,0,0,0,0,0,0,0,0,0
4316,1085689,0,0,0,0,0,0,0,0,0,0
4317,1085690,0,0,0,0,0,0,0,0,0,0
4318,1085692,0,0,0,0,0,0,0,0,0,0
4319,1085695,0,0,0,0,0,0,0,0,0,0
4320,1085697,0,0,0,0,0,0,0,0,0,0
4321,1085698,0,0,0,0,0,0,0,0,0,0
4322,1085701,0,0,0,0,0,0,0,0,0,0
4323,1085710,0,0,0,0,0,0,0,0,0,0
4324,1085713,0,0,0,0,0,0,0,0,0,0
4325,1085714,0,0,0,0,0,0,0,0,0,0
4326,1085716,0,0,0,0,0,0,0,0,0,0
4327,1085718,0,0,0,0,0,0,0,0,0,0
4328,1085721,0,0,0,0,0,0,0,0,0,0
4329,1085723,0,0,0,0,0,0,0,0,0,0
4330,1085725,0,0,0,0,0,0,0,0,0,0
4331,1085727,0,0,0,0,0,0,0,0,0,0
4332,1085731,0,0,0,0,0,0,0,0,0,0
4333,1085732,0,0,0,0,0,0,0,0,0,0
4334,1085738,0,0,0,0,0,0,0,0,0,0
4335,1085740,0,0,0,0,0,0,0,0,0,0
4336,1085745,0,0,0,0,0,0,0,0,0,0
4337,1085746,0,0,0,0,0,0,0,0,0,0
4338,1085747,0,0,0,0,0,0,0,0,0,0
4339,1085749,0,0,0,0,0,0,0,0,0,0
4340,1085751,0,0,0,0,0,0,0,0,0,0
4341,1085752,0,0,0,0,0,0,0,0,0,0
4342,1085755,0,0,0,0,0,0,0,0,0,0
4343,1085757,0,0,0,0,0,0,0,0,0,0
4344,1085758,0,0,0,0,0,0,0,0,0,0
4345,1085759,0,0,0,0,0,0,0,0,0,0
4346,1085772,0,0,0,0,0,0,0,0,0,0
4347,1085773,0,0,0,0,0,0,0,0,0,0
4348,1085777,0,0,0,0,0,0,0,0,0,0
4349,1085781,0,0,0,0,0,0,0,0,0,0
4350,1085784,0,0,0,0,0,0,0,0,0,0
4351,1085787,0,0,0,0,0,0,0,0,0,0
4352,1085793,0,0,0,0,0,0,0,0,0,0
4353,1085795,0,0,0,0,0,0,0,0,0,0
4354,1085801,0,0,0,0,0,0,0,0,0,0
4355,1085802,0,0,0,0,0,0,0,0,0,0
4356,1085814,0,0,0,0,0,0,0,0,0,0
4357,1085816,0,0,0,0,0,0,0,0,0,0
4358,1085828,0,0,0,0,0,0,0,0,0,0
4359,1085835,0,0,0,0,0,0,0,0,0,0
4360,1085840,0,0,0,0,0,0,0,0,0,0
4361,1085849,0,0,0,0,0,0,0,0,0,0
4362,1085856,0,0,0,0,0,0,0,0,0,0
4363,1085869,0,0,0,0,0,0,0,0,0,0
4364,1085870,0,0,0,0,0,0,0,0,0,0
4365,1085882,0,0,0,0,0,0,0,0,0,0
4366,1085901,0,0,0,0,0,0,0,0,0,0
4367,1085910,0,0,0,0,0,0,0,0,0,0
4368,1085934,0,0,0,0,0,0,0,0,0,0
4369,1085935,0,0,0,0,0,0,0,0,0,0
4370,1085936,0,0,0,0,0,0,0,0,0,0
4371,1085945,0,0,0,0,0,0,0,0,0,0
4372,1085959,0,0,0,0,0,0,0,0,0,0
4373,1085969,0,0,0,0,0,0,0,0,0,0
4374,1085977,0,0,0,0,0,0,0,0,0,0
4375,1085978,0,0,0,0,0,0,0,0,0,0
4376,1085979,0,0,0,0,0,0,0,0,0,0
4377,1085990,0,0,0,0,0,0,0,0,0,0
4378,1085997,0,0,0,0,0,0,0,0,0,0
4379,1085999,0,0,0,0,0,0,0,0,0,0
4380,1086007,0,0,0,0,0,0,0,0,0,0
4381,1086012,0,0,0,0,0,0,0,0,0,0
4382,1086019,0,0,0,0,0,0,0,0,0,0
4383,1086020,0,0,0,0,0,0,0,0,0,0
4384,1086024,0,0,0,0,0,0,0,0,0,0
4385,1086027,0,0,0,0,0,0,0,0,0,0
4386,1086039,0,0,0,0,0,0,0,0,0,0
4387,1086042,0,0,0,0,0,0,0,0,0,0
4388,1086044,0,0,0,0,0,0,0,0,0,0
4389,1086049,0,0,0,0,0,0,0,0,0,0
4390,1086065,0,0,0,0,0,0,0,0,0,0
4391,1086067,0,0,0,0,0,0,0,0,0,0
4392,1086070,0,0,0,0,0,0,0,0,0,0
4393,1086079,0,0,0,0,0,0,0,0,0,0
4394,1086084,0,0,0,0,0,0,0,0,0,0
4395,1086094,0,0,0,0,0,0,0,0,0,0
4396,1086101,0,0,0,0,0,0,0,0,0,0
4397,1086108,0,0,0,0,0,0,0,0,0,0
4398,1086117,0,0,0,0,0,0,0,0,0,0
4399,1086120,0,0,0,0,0,0,0,0,0,0
4400,1086121,0,0,0,0,0,0,0,0,0,0
4401,1086125,0,0,0,0,0,0,0,0,0,0
4402,1086126,0,0,0,0,0,0,0,0,0,0
4403,1086135,0,0,0,0,0,0,0,0,0,0
4404,1086136,0,0,0,0,0,0,0,0,0,0
4405,1086145,0,0,0,0,0,0,0,0,0,0
4406,1086150,0,0,0,0,0,0,0,0,0,0
4407,1086152,0,0,0,0,0,0,0,0,0,0
4408,1086157,0,0,0,0,0,0,0,0,0,0
4409,1086165,0,0,0,0,0,0,0,0,0,0
4410,1086171,0,0,0,0,0,0,0,0,0,0
4411,1086180,0,0,0,0,0,0,0,0,0,0
4412,1086183,0,0,0,0,0,0,0,0,0,0
4413,1086191,0,0,0,0,0,0,0,0,0,0
4414,1086193,0,0,0,0,0,0,0,0,0,0
4415,1086198,0,0,0,0,0,0,0,0,0,0
4416,1086213,0,0,0,0,0,0,0,0,0,0
4417,1086217,0,0,0,0,0,0,0,0,0,0
4418,1086226,0,0,0,0,0,0,0,0,0,0
4419,1086230,0,0,0,0,0,0,0,0,0,0
4420,1086238,0,0,0,0,0,0,0,0,0,0
4421,1086243,0,0,0,0,0,0,0,0,0,0
4422,1086253,0,0,0,0,0,0,0,0,0,0
4423,1086271,0,0,0,0,0,0,0,0,0,0
4424,1086273,0,0,0,0,0,0,0,0,0,0
4425,1086274,0,0,0,0,0,0,0,0,0,0
